Eng,Rus 
Under-secretary-general,"['заместитель', 'заместитель генерального секретаря', 'заместителя', 'заместителя генерального секретаря', 'заместителю генерального секретаря', 'заместителем генерального секретаря', 'заместителей', 'заместителю']"
Sees,"['видит', 'усматривает', 'замечает', 'смотрит', 'понимает', 'воспринимает', 'рассматривается', 'наблюдает', 'встречается', 'расценивает']"
Inspector,"['инспектор', 'инспектора', 'инспектором', 'инспектору']"
Cathedral,"['собор', 'храм', 'кафедральный', 'соборный', 'соборной', 'собора', 'соборе', 'собором', 'храма', 'соборная', 'храме', 'кафедрального', 'кафедральная', 'кафедральной', 'соборную', 'храмом']"
Niger,"['нигер', 'нигерского', 'нигера', 'нигере', 'нигером', 'нигерской', 'нигерские', 'нигерских']"
Tells,"['говорит', 'рассказывает', 'сказал', 'сообщает', 'подсказывает', 'повествует', 'велит', 'приказывает', 'советует', 'объясняет', 'поведал']"
Generated,"['генерируемых', 'полученные', 'созданные', 'порожденных', 'образующихся', 'вызвал', 'производимых', 'вырабатываемой', 'обеспечила', 'формируемых', 'создание', 'мобилизуемых']"
Landscape,"['ландшафт', 'пейзаж', 'ландшафтный', 'ландшафтного', 'пейзажной', 'садово-паркового', 'альбомной', 'ландшафта', 'ландшафтов', 'ландшафтной', 'ландшафтных', 'пейзажа', 'ландшафте', 'пейзажи', 'пейзажем', 'пейзажные', 'пейзажная', 'пейзажных', 'альбомном', 'альбомная', 'садово-парковой']"
Contractor,"['подрядчик', 'контрактор', 'исполнитель', 'контрагент', 'под рядчик', 'подрядных', 'подрядчика', 'подрядчиком', 'подрядчику', 'контрактора', 'исполнителя', 'контрактором', 'контрактору', 'исполнителем', 'исполнителю', 'контрагентом', 'контрагента', 'подрядной', 'подрядные', 'контрагенту', 'под рядчиком', 'подрядными', 'под рядчика']"
Comprises,"['включает', 'состоит', 'входят', 'охватывает', 'составляет', 'насчитывает', 'представляет собой', 'в составе', 'состоят', 'включают', 'входит', 'составляют', 'включены', 'включающий', 'состоящий', 'состоящая', 'вошли', 'охватывают', 'составила', 'составили', 'насчитывают', 'представляют собой', 'охватывающий', 'насчитывающего', 'охватывающей', 'насчитывала']"
Crystal,"['кристалл', 'crystal', 'кристаллический', 'хрусталь', 'хрустальный', 'кристальный', 'кристл', 'хрустальные', 'кристально', 'кристаллов', 'кристалла', 'хрустальная', 'кристаллическая', 'хрусталя', 'хрустальное', 'кристаллической', 'кристалле', 'кристаллические', 'кристальной', 'хрусталем', 'кристальная', 'хрустале']"
Supposed,"['должен', 'предполагаемой', 'положено', 'мнимых', 'думал', 'должно было', 'суждено', 'было', 'должна', 'должны', 'предполагаемых', 'предполагаемого', 'предполагаемое', 'полагает', 'думали', 'полагали', 'мнимой', 'полагал', 'мнимого', 'мнимый', 'будет', 'думаю']"
Departure,"['выезд', 'отход', 'отступление', 'отправной', 'отъезда', 'вылета', 'отправления', 'ухода', 'отбытия', 'убытия', 'отлета', 'отплытия', 'разъезда', 'выбытия']"
Compatible,"['совместимость', 'соответствовать', 'совместимы', 'сопоставимых', 'согласуется', 'совместимых', 'совместимые', 'совместима', 'совместимости', 'сопоставимы', 'сопоставимые', 'сопоставимыми', 'соответствуют', 'соответствует', 'согласуются', 'совместимостью', 'согласующихся', 'соответствующие', 'согласующиеся']"
Defining,"['определения', 'определяющих', 'квалифицируя', 'определение', 'определении', 'определяющие', 'определить', 'определению', 'определяя', 'квалифицирующие', 'квалифицирующего']"
Anybody,"['кто-нибудь', 'кто-то', 'любой', 'никто', 'никого', 'никому', 'кого-нибудь', 'кого-то', 'кому-нибудь', 'кому-то', 'любого', 'кем-нибудь', 'кем-то', 'любым', 'любому', 'никем']"
Patent,"['патент', 'патентных', 'лакированной', 'запатентовать', 'патентования', 'патентуют', 'патента', 'патентной', 'патентов', 'патентного', 'патентные', 'патентом', 'лакированная', 'патентование', 'запатентованная', 'запатентованных', 'патентовать', 'запатентованы', 'патентовании', 'патентованию']"
Sit,"['сидеть', 'sit', 'восседать', 'сесть', 'присесть', 'заседают', 'просидеть', 'присядем', 'сит', 'усади', 'усесться']"
Situated,"['расположенный', 'находится', 'апартаменты', 'отель', 'город', 'расположен', 'расположенных', 'расположенная', 'находящихся', 'находящийся', 'находятся', 'апартаментах', 'отеле', 'города', 'городе']"
Ceiling,"['потолок', 'потолочный', 'верхний предел', 'перекрытие', 'максимальный', 'предельный', 'потолка', 'потолочные', 'максимальной', 'предельной', 'плафоны', 'потолке', 'потолком', 'потолочных', 'верхнего предела', 'потолочной', 'максимальная', 'верхнего пределов', 'предельного', 'максимальную', 'предельная', 'перекрытия', 'перекрытий', 'перекрытием', 'верхнем пределе', 'плафона', 'плафон']"
Egyptian,"['египтянин', 'египтянка', 'египет', 'египетских', 'египта', 'египтян', 'древнеегипетской', 'египетской', 'египетского', 'египетские', 'египтянина', 'египте', 'египтяне', 'египтянок', 'египтянки', 'египтом', 'египтянкой', 'древнеегипетских', 'древнеегипетском', 'древнеегипетский']"
Declarations,"['декларации', 'заявления', 'объявления', 'декларирования', 'деклараций', 'заявлений', 'декларациях', 'заявлениях', 'заявлениями', 'декларациями', 'объявлений', 'объявление', 'декларирование', 'объявлениях', 'декларировании']"
Kept,"['продолжал', 'сохранил', 'держал', 'храниться', 'оставил', 'постоянно', 'сведены', 'удерживали', 'вел', 'поддерживал', 'сдержал', 'скрывал', 'хранение', 'соблюдал', 'придерживался', 'прятала', 'утаил']"
Volunteer,"['волонтер', 'доброволец', 'добровольческий', 'добровольно', 'волонтерство', 'добровольцев', 'добровольческой', 'волонтерской', 'добровольных', 'волонтерства', 'добровольчества', 'вызовитесь', 'добровольца', 'волонтеров', 'добровольцы', 'волонтером', 'добровольческих', 'волонтерских', 'волонтера', 'добровольные', 'добровольческие', 'добровольной', 'волонтерские', 'волонтерского', 'добровольным', 'добровольчеству', 'волонтерством']"
Airlines,"['авиакомпании', 'airlines', 'авиалинии', 'авиаперевозчиков', 'эйрлайнз', 'эрлайнз', 'компании', 'эйрлайнс', 'авиапредприятий', 'авиационный']"
Worth,"['уэрт', 'уместно', 'ворт', 'уорт', 'состоятельность', 'стоит', 'на сумму', 'стоимостью', 'заслуживает', 'следует', 'уэрте', 'нелишне']"
Desk,"['стол', 'бюро', 'гостиный', 'рабочий', 'дежурный', 'кабинетного', 'настольные', 'стойке', 'службу', 'парту', 'регистрации', 'курирующими', 'гладильные', 'камеральных', 'кассу']"
Cheese,"['сыр', 'сырный', 'творог', 'брынза', 'чиз', 'сырок', 'творожный', 'сырные', 'сыра', 'сыром', 'сыров', 'сырная', 'сырных', 'брынзой', 'творогом', 'брынзу', 'творога', 'брынзы', 'творожной', 'чиза', 'твороге', 'сырки']"
Dubai,"['дубай', 'dubai', 'дубайский', 'дубае', 'дубая', 'дубаи', 'дубайской', 'дубайская', 'дубайского']"
Indicating,"['указав', 'свидетельствует', 'с указанием', 'показывая', 'отметив', 'сообщив', 'означает', 'говорится', 'сигнализируя', 'указывает', 'указывая', 'указывающие', 'свидетельствующие', 'свидетельствующих', 'свидетельствующую', 'показывает', 'говорилось', 'показывающие', 'показывающий', 'отмечая', 'отмечающих', 'сообщивших', 'отметил', 'сообщил', 'означающий', 'сообщая', 'означающие', 'означающее', 'сигнализирует', 'сигнализирующий', 'сигнализировать']"
Authorization,"['разрешение', 'санкционирование', 'авторизация', 'санкция', 'разрешительный', 'доверенность', 'разрешения', 'авторизации', 'санкции', 'полномочия', 'авторизационной', 'уполномочивания', 'разрешений', 'авторизацию', 'полномочий', 'разрешением', 'санкционирования', 'санкцию', 'полномочиями', 'авторизацией', 'санкций', 'санкционировании', 'доверенности', 'разрешительные', 'разрешительного', 'санкционированием', 'разрешительных', 'полномочие', 'авторизационные', 'уполномочивание', 'авторизационный', 'авторизационных']"
Rarely,"['редко', 'изредка', 'нечасто', 'в редких случаях', 'реже']"
Wealth,"['богатство', 'богатый', 'состояние', 'достояние', 'изобилие', 'благосостояния', 'материальных благ', 'достатка', 'материальных ценностей', 'благ']"
Thorough,"['подробный', 'дотошный', 'тщательного', 'всестороннего', 'обстоятельного', 'глубокое', 'основательного', 'углубленного', 'доскональное', 'скрупулезного']"
Financed,"['финансируемых', 'финансирование', 'финансируемых за счет средств', 'финансовое', 'финансируется за счет средств', 'покрываться', 'за счет средств', 'финансируемые', 'финансируемой', 'финансируемая', 'финансированию', 'финансирования', 'финансировании', 'финансироваться за счет средств', 'финансовых', 'финансируемые за счет средств', 'финансовой', 'финансовые', 'финансируемой за счет средств', 'финансируемая за счет средств', 'финансируются за счет средств']"
Bangkok,"['бангкок', 'бангкокский', 'bangkok', 'бангкоке', 'бангкокского', 'бангкока', 'бангкокской', 'бангкокские', 'бангкоком']"
Ingredients,"['ингредиенты', 'состав', 'компоненты', 'продуктов', 'ингридиенты', 'вещества', 'ингредиентов', 'ингредиентами', 'компонентов', 'продукты', 'ингредиентам', 'компонентами', 'ингридиентов', 'веществ', 'компонентах', 'веществами', 'составе', 'продуктами', 'ингридиентами', 'составом', 'продуктах', 'состава']"
Charged,"['заряженных', 'обвинен', 'предъявлено обвинение', 'поручено', 'взимаемые', 'отвечающих', 'возложена', 'зарядке', 'ответственных', 'покрываться', 'выдвинуты обвинения', 'взыскана', 'оплате', 'тарифицироваться', 'начисляться', 'оплачиваться', 'предъявления обвинения', 'вмененных', 'платным']"
Precision,"['точность', 'precision', 'прецизионный', 'прецизионность', 'высокоточный', 'четкость', 'аккуратность', 'прецизионные', 'точного', 'высокоточные', 'четкости', 'точности', 'точностью', 'прецизионное', 'прецизионных', 'точное', 'точной', 'точные', 'высокоточных', 'высокоточного', 'прецизионности', 'четкостью', 'аккуратности', 'прецизионностью']"
Inter-american,"['межамериканский', 'межамериканской', 'межамериканского', 'межамериканская']"
Quarter,"['квартал', 'четверть', 'четвертак', 'квартальные', 'квартале', 'четверти', 'квартала', 'кварталом', 'четвертью', 'квартального', 'квартальных', 'четвертака', 'квартальной', 'четвертей', 'четвертаком']"
Imported,"['импортируемых', 'импортных', 'ввозимых', 'импорт', 'завезенных', 'завозных', 'привозной', 'ввоза', 'привозная', 'импортируемые', 'импортированных', 'импортные', 'импортированы', 'импортного', 'импорта', 'импортной', 'ввозимые', 'ввезенных', 'ввезенные', 'импорту', 'импортом', 'завозные', 'завозной', 'ввоз', 'привозные', 'завезены', 'привозного', 'завезено', 'завозного', 'привозное', 'завезена', 'привозных', 'ввозе', 'привозными', 'ввозу']"
Ozone,"['озон', 'озоновый', 'озона', 'озонового', 'охраны озонового слоя', 'озоном', 'озону', 'озоновому', 'озоновом']"
Connecting,"['подключения', 'соединяющий', 'соединительные', 'соединения', 'подключив', 'связывающих', 'связующим', 'связи', 'стыковочный', 'подключение', 'подключении', 'соединяющей', 'соединяющих', 'подключением', 'соединительный', 'соединяя', 'соединительных', 'соединение', 'подключить', 'подключать', 'соединении', 'соединительного', 'связывающей', 'связывающие', 'подключая', 'связующих', 'связывая', 'связь', 'связующего', 'соединением', 'связующие', 'стыковочные', 'связей', 'стыковочных', 'стыковочного']"
Pipe,"['труба', 'трубный', 'трубопровод', 'трубка', 'патрубок', 'трубы', 'трубку', 'трубопровода', 'трубопроводная', 'патрубка', 'несбыточной', 'трубчатые', 'флейту', 'труб', 'трубу', 'трубки', 'трубопроводов', 'трубных', 'трубкой', 'трубной', 'трубные', 'трубопроводной', 'трубопроводе', 'трубопроводных', 'несбыточная', 'трубопроводные', 'патрубке', 'несбыточные', 'трубчатый', 'трубчатым', 'трубчатых', 'флейта']"
Drinks,"['напитки', 'пьет', 'выпивку', 'выпить', 'коктейли', 'питье', 'стаканчиков', 'напивается', 'бокалов', 'напитков', 'напитками', 'выпивка', 'напитках', 'выпивки', 'выпивает', 'пить', 'выпивкой', 'пьют', 'выпьет', 'выпьем', 'коктейлей', 'пил', 'питья', 'стаканчику', 'бокала', 'напьется', 'коктейль', 'питьем', 'коктейля', 'стаканчиком']"
Sofa,"['диван', 'софа', 'диванная', 'диваном', 'диване', 'дивана', 'софы', 'софой', 'софу', 'диванные', 'диванный', 'диванной']"
Temperatures,"['температуры', 'температурных', 'температурах', 'температур', 'температура', 'температурные', 'температурный', 'температурном']"
Anti-corruption,"['антикоррупционной', 'по борьбе с коррупцией', 'противодействия коррупции', 'антикоррупции', 'антикоррупционных', 'антикоррупционного', 'антикоррупционные', 'противодействию коррупции', 'по борьбы с коррупцией', 'противодействие коррупции', 'противодействии коррупции', 'по борьбе с коррупцией', 'антикоррупция']"
Liabilities,"['обязательства', 'пассивы', 'ответственности', 'обязательств', 'пассивов', 'обязательствах', 'обязательствам', 'пассивах', 'ответственность', 'пассивами', 'ответственностью']"
Specially,"['специально', 'особо', 'особенно', 'массажа']"
Accreditation,"['аккредитация', 'аккредитационный', 'аккредитации', 'аккредитующих', 'аккредитования', 'аккредитацию', 'аккредитацией', 'аккредитационного', 'аккредитационных', 'аккредитационные', 'аккредитование', 'аккредитующими']"
Deaths,"['смертей', 'гибели', 'смертности', 'погибли', 'смертных случаев', 'умерших', 'убийства', 'смертельных случаев', 'убитых', 'случаев гибели людей', 'гибнут']"
Lowest,"['самых низких', 'наименьшей', 'нижней', 'минимально', 'самый низкий', 'самым низким', 'самой низкой', 'наименьший', 'наименьшим', 'наименьшее', 'нижний', 'нижнем', 'нижнего']"
Cookies,"['файлы cookie', 'печенье', 'cookies', 'куки', 'печеньки', 'сookie', 'печенья', 'файлов cookie', 'печеньем', 'файлах cookie', 'печенек', 'файлами cookie', 'печений', 'печеньками', 'куках', 'печеньку']"
Relatives,"['родственников', 'родных', 'близких', 'сородичей', 'родня', 'родственниц', 'родственники', 'родственниками', 'родственникам', 'родные', 'близким', 'близкие', 'родным', 'близкими', 'сородичами', 'родными', 'родни', 'родственницы', 'сородичи', 'родню', 'сородичам', 'родней']"
Satisfactory,"['приемлемый', 'удовлетворительным', 'приемлемым', 'удовлетворяющего', 'удовлетворительного', 'удовлетворительными', 'удовлетворительные', 'приемлемого', 'приемлемых', 'удовлетворяющих', 'удовлетворяет', 'удовлетворяющие']"
Holder,"['держатель', 'владелец', 'обладатель', 'холдер', 'собственник', 'патрон', 'правообладатель', 'футляр', 'подставка', 'лицо', 'кавалер', 'носителя']"
Beaches,"['пляжи', 'берега', 'пляжного', 'пляжей', 'пляжами', 'пляжах', 'берегов', 'берегами', 'берегах', 'пляжный']"
Correction,"['коррекция', 'исправление', 'поправка', 'поправочный', 'корректировка', 'исправительный', 'коррекции', 'корректировки', 'исправительных', 'корректирующие', 'коррекционных', 'пенитенциарной', 'коррекцию', 'исправления', 'коррекцией', 'исправлении', 'исправлению', 'корректировку', 'поправки', 'поправку', 'корректировке', 'поправочные', 'поправочных', 'исправительного', 'поправочного', 'поправкой', 'исправительном', 'корректирующий', 'корректирующих', 'коррекционного', 'коррекционной', 'пенитенциарных', 'корректировать', 'коррекционная']"
Bread,"['хлеб', 'хлебный', 'хлебушек', 'хлебные', 'хлебобулочных', 'хлебцы', 'хлеба', 'хлебом', 'хлебе', 'хлебных', 'хлебной', 'хлебушка', 'хлебобулочные', 'хлебобулочной', 'хлебцев', 'хлебца']"
Faculty,"['факультет', 'кафедра', 'преподавательский', 'факультетский', 'преподавателей', 'кафедры', 'факультетской', 'преподавательского', 'университете', 'факультета', 'факультете', 'факультетом', 'преподаватели', 'преподавателями', 'преподавателям', 'кафедре', 'факультетских', 'университет', 'кафедрой', 'университета', 'факультетском', 'преподавательская']"
Focuses,"['сосредоточена', 'посвящен', 'основное внимание уделяется', 'фокусируется', 'направлена', 'ориентирована', 'уделяет основное внимание', 'нацелена', 'сфокусирована', 'уделяется', 'особое внимание уделяется', 'сконцентрирована', 'уделяет особое внимание', 'специализируется', 'концентрируется', 'акцентирует внимание', 'сосредоточивает внимание', 'концентрирует внимание', 'в центре внимания', 'фокусы', 'акцент', 'основным', 'упор', 'основное внимание сосредоточено', 'сосредоточенный', 'отводится']"
Individually,"['индивидуально', 'отдельно', 'самостоятельно', 'единолично', 'персонально', 'поодиночке', 'в индивидуальном порядке', 'по отдельности', 'на индивидуальной основе']"
Ltd,"['ltd', 'лтд', 'компания', 'лимитед', 'ООО', 'ТОО', 'компанией', 'компании']"
Relates,"['касается', 'относится', 'связано', 'обусловлено', 'отношение', 'в связи', 'применительно', 'увязывает', 'связана', 'связан', 'относятся', 'связаны', 'касаются', 'касающийся', 'касающейся', 'обусловлен', 'отношении', 'обусловлена', 'относящихся', 'обусловлены', 'относящиеся', 'увязана']"
Atlantic,"['atlantic', 'атлантический', 'атлантика', 'этлэнтик', 'атлантического', 'атлантике', 'части атлантического океана', 'североатлантического', 'атлантики', 'атлантическом', 'атлантическим', 'атлантику', 'североатлантическим', 'часть атлантического океана']"
Bathrooms,"['ванные комнаты', 'санузла', 'туалеты', 'ванной', 'собственными ванными', 'ванных комнат', 'ванными комнатами', 'ванных комнатах', 'санузлов', 'санузлами', 'санузлы', 'туалетов', 'ванная', 'туалетах', 'туалета', 'ванные', 'ванных', 'собственные ванные']"
Coach,"['тренер', 'коуч', 'автобус', 'карета', 'наставник', 'тренировать', 'коач', 'эконом', 'междугородными', 'автобусных', 'вагонов']"
Privileges,"['привилегии', 'льготы', 'права', 'привелегии', 'привилегиях', 'привилегий', 'привилегиями', 'льгот', 'правами', 'льготами', 'прав', 'льготах', 'право', 'привелегиями', 'привелегий']"
Portable,"['портативный', 'переносной', 'portable', 'мобильный', 'переносных', 'переносные', 'мобильные', 'передвижные', 'портативные', 'портативных', 'портативная', 'переносная', 'переносным', 'переносную', 'переносное', 'мобильных', 'мобильного', 'передвижных', 'передвижной', 'передвижными']"
Tropical,"['тропический', 'tropical', 'тропикаль', 'тропических', 'тропиков', 'тропикал', 'тропические', 'тропической', 'тропиках', 'тропики']"
Rain,"['дождь', 'дождевой', 'rain', 'ливень', 'рейн', 'тропический', 'дождик', 'осадки', 'тропическим', 'осадков', 'дождя', 'дожди', 'дождей', 'дождевых', 'дождевые', 'дождевая', 'тропических', 'тропические', 'рейна', 'дождика', 'ливня', 'ливни', 'ливней', 'осадками', 'дождиком']"
Estonian,"['эстонский', 'эстонец', 'эстонка', 'эстония', 'эстонии', 'эстонского', 'эстонской', 'эстонских', 'эстонцев', 'эстонца', 'эстонцем', 'эстонке', 'эстонией', 'эстонкой']"
Dishes,"['блюда', 'посуда', 'тарелки', 'кухни', 'кушанья', 'антенны', 'яства', 'блюд', 'посуду', 'блюдами', 'посуды', 'блюдах', 'посудой', 'тарелок', 'тарелками', 'антенн', 'кухню', 'кухней', 'кухня', 'яств', 'яствами', 'кушаний', 'тарелках']"
Flying,"['летающих', 'летевший', 'полет', 'flying', 'плавающими', 'летных', 'летучей', 'налета', 'совершив пролет', 'летательный', 'перелет', 'летания', 'выполняющие рейсы', 'развевающийся', 'проследовали', 'пилотирования', 'леталка', 'парящих']"
Telecommunications,"['связь', 'электросвязь', 'телесвязь', 'телекоммуникаций', 'телекоммуникационных', 'связи', 'электросвязи', 'телесвязи', 'телекоммуникации', 'телекоммуникационной', 'телекоммуникационные', 'телекоммуникационного', 'телекоммуникациях', 'телекоммуникациям', 'электросвязью']"
Asia-pacific,"['азиатско-тихоокеанский', 'азиатско-тихоокеанского', 'стран азиатско-тихоокеанского региона', 'АТР', 'азиатскотихоокеанском', 'азиатско-тихоокеанском', 'азиатско-тихоокеанской', 'азиатскотихоокеанского', 'азиатскотихоокеанский']"
Studying,"['изучения', 'изучая', 'исследования', 'обучения', 'учебы', 'учиться', 'обучающихся', 'исследуя', 'учебного', 'занятий']"
Seemed,"['казалось', 'как представляется', 'похоже', 'по-видимому', 'показалось', 'выглядел', 'повидимому', 'судя по всему', 'видимо', 'как будто', 'вроде бы', 'как видно']"
Sauna,"['сауна', 'баня', 'банный', 'сауной', 'сауну', 'сауны', 'бани', 'баню', 'баней', 'банные', 'банного', 'банная']"
Joseph,"['джозеф', 'иосиф', 'joseph', 'йозеф', 'йосеф', 'джозефа', 'иосифа', 'джозефом', 'джозефу', 'иосифом', 'иосифу', 'йозефа', 'йозефом', 'йозефу', 'йосефа']"
Biennial,"['двухгодичный', 'биеннале', 'двухлетний', 'двухгодичного', 'расходов на двухгодичный период', 'двухлетней', 'раз в два года', 'двухгодичной', 'двухгодичных', 'двухлетнего', 'двухлетние', 'расходам на двухгодичный период', 'расходов на двухгодичные периоды', 'два раза в год']"
Imperial,"['imperial', 'императорский', 'имперский', 'империал', 'царственный', 'императорского', 'имперского', 'брит', 'империи', 'царской', 'империалистической', 'императорской', 'имперской', 'имперских', 'императорская', 'царских', 'царская', 'царского', 'империалистические', 'империя', 'империалистических', 'империалистическая', 'империей', 'империале', 'империала']"
Anywhere,"['никуда', 'где угодно', 'нигде', 'везде', 'куда угодно', 'где-нибудь', 'где-либо', 'некуда', 'в любом месте', 'любой точке']"
Expulsion,"['высылка', 'изгнание', 'выдворение', 'выселение', 'высылки', 'выслать', 'высылке', 'высылку', 'изгнания', 'выдворения', 'изгнанию', 'выдворении', 'изгнании', 'выселения', 'выдворению', 'выселении', 'высылать', 'выселением', 'высланы']"
Sole,"['единственный', 'подошва', 'исключительно', 'sole', 'единоличный', 'единственно', 'единолично', 'единственным', 'единоличного', 'исключительной', 'соле', 'единственной', 'единственного', 'единоличным', 'подошвой', 'исключительную', 'подошвы', 'подошве', 'исключительное', 'единоличную', 'исключительным', 'сол']"
Applicant,"['заявитель', 'кандидат', 'соискатель', 'истец', 'претендент', 'заявительница', 'проситель', 'абитуриент', 'лицо', 'ходатай', 'податель заявки', 'податель заявления', 'жалобщика', 'подавших заявления', 'подавшими заявки']"
Adviser,"['советник', 'консультант', 'вопросам', 'советника', 'советником', 'советнику', 'консультанта', 'консультантом', 'консультантов']"
Friendship,"['дружба', 'дружить', 'дружбы', 'дружеские', 'дружественные отношения', 'добрососедским отношениям', 'отношения', 'дружбу', 'дружбе', 'дружеских', 'дружественных отношений', 'дружеский', 'добрососедских отношений', 'дружеское', 'дружественных отношениях', 'отношений', 'дружественным отношениям', 'отношениях']"
Thursday,"['в четверг', 'фесдэй', 'в четверга']"
Identical,"['аналогичный', 'идентичные', 'одинаковых', 'аналогичные', 'тождественные', 'совпадают', 'те же', 'идентичны', 'идентичных', 'идентичными', 'одинаковые', 'одинаковыми', 'одинаковой', 'аналогичных', 'тождественны', 'аналогичная', 'тождественное', 'тождественными', 'совпадать', 'совпадает', 'тот же', 'совпадали', 'тем же', 'том же']"
Independently,"['независимо', 'самостоятельно', 'независимого', 'независимо друг от друга', 'независимое', 'независимой', 'независимую']"
Precious,"['драгоценный', 'ценный', 'прелесть', 'прешес', 'дорогой', 'драгоценность', 'благородный', 'драгоценных', 'ценных', 'дорогое', 'благородных', 'драгоценные', 'драгоценными', 'ценные', 'ценным', 'дорогие', 'дорогих', 'благородные', 'благородного', 'драгоценности', 'прелести']"
Surprise,"['сюрприз', 'удивление', 'неожиданный', 'удивительно', 'врасплох', 'недоумение', 'удивить', 'неожиданностью', 'внезапного', 'внезапности', 'изумлению', 'неудивительно']"
Revolution,"['революция', 'revolution', 'виток', 'революции', 'революционного', 'вращения', 'революцию', 'революцией', 'революционной', 'революционный', 'революционное', 'вращение', 'витка', 'вращением']"
Significance,"['значение', 'значимость', 'важность', 'значительность', 'важным', 'значения', 'значимости', 'значении', 'важности', 'значению', 'значимостью', 'значительности', 'важны', 'важной', 'важное', 'важностью']"
Humans,"['людей', 'человеческий', 'человечество', 'земляне', 'людишки', 'люди', 'человека', 'людьми', 'человеческих', 'человечества', 'человеческого', 'человеческие', 'землян', 'человечеству', 'людишек', 'землянами', 'человечеством']"
Feedback,"['отзыв', 'мнение', 'отклик', 'информация', 'фидбэк', 'фидбек', 'обратной связи', 'отзывы', 'отклики', 'информацию', 'замечания', 'полученная', 'обратную связь', 'обратная связь', 'отзывов', 'откликов', 'обратной связью', 'мнения', 'отзывам', 'информации', 'замечаний', 'отклика', 'мнений', 'мнениями', 'фидбэка', 'информацией', 'получить', 'полученные', 'фидбека', 'полученных', 'замечаниями']"
Detainees,"['задержанных', 'заключенных', 'содержащихся под стражей лиц', 'лиц', 'содержащихся под стражей', 'арестованных', 'содержащихся', 'арестантов', 'находящихся под стражей лиц', 'задержанные', 'заключенные', 'задержанными', 'задержанным', 'заключенными', 'заключенным', 'содержащиеся под стражей лица', 'лица', 'содержащиеся под стражей', 'содержащимися под стражей лицами', 'арестованные', 'содержащимся под стражей лицам', 'содержащимся под стражей', 'лицам', 'арестованными', 'арестанты', 'лицами', 'содержатся', 'арестованным', 'находящиеся под стражей лица', 'содержаться', 'содержавшихся', 'находящимся под стражей лицам', 'содержавшихся под стражей', 'арестантами', 'находящимися под стражей лицами']"
Deployed,"['развернутых', 'размещены', 'направлены', 'дислоцированных', 'развертывание', 'задействованы', 'переброшены', 'командированного', 'откомандированы', 'разворачиваются', 'передислоцированы']"
Movies,"['фильмы', 'кино', 'кинофильмов', 'видеозаписи', 'кинотеатре', 'ролики', 'кинематограф', 'фильмов', 'фильмах', 'фильмами', 'кинофильмы', 'видеозаписей', 'кинотеатр', 'кинофильмах', 'роликов', 'кинотеатра', 'видеозапись', 'кинофильмам', 'кинематографе', 'кинотеатрах']"
Prague,"['прага', 'пражский', 'prague', 'праге', 'праги', 'прагу', 'пражского', 'пражской', 'пражских']"
Standardization,"['стандартизация', 'унификация', 'стандартизации', 'разработке стандартов', 'унификации', 'стандартизацию', 'стандартизацией', 'разработке стандарта', 'разработки стандартов', 'разработка стандартов', 'унификацию']"
Foot,"['фут', 'пешком', 'ножной', 'лапка', 'лапа', 'метр', 'ног', 'ступню', 'стопы', 'пешее', 'подножия', 'ножку', 'футовые', 'педали', 'подошвы']"
Assess,"['оценивать', 'оценка', 'проанализировать', 'оценить', 'оценки', 'начислить', 'проводимой', 'распределить', 'оценку', 'оценивают', 'оценке', 'оценивает', 'проанализированы', 'проанализирована', 'проанализирует', 'проводят']"
Attacked,"['напал', 'атаковали', 'нападение', 'атаки', 'удар', 'набросился', 'совершили налет', 'нападкам', 'обстреляли', 'критиковал']"
Measurements,"['измерения', 'замеры', 'оценки', 'мерки', 'измерить', 'обмеры', 'измерений', 'измерениям', 'измерение', 'замеров', 'оценок', 'оценке', 'замерам', 'замера', 'оценка', 'меркам', 'измерять', 'измеренные', 'измеряют']"
Everywhere,"['везде', 'повсюду', 'повсеместно', 'куда', 'кругом', 'где', 'во всем мире']"
Mirror,"['зеркало', 'mirror', 'зеркальный', 'зеркальце', 'отражать', 'миррор', 'отражение', 'зеркальная', 'отражают', 'отражением', 'зеркала заднего вида', 'зеркала', 'зеркале', 'зеркалом', 'зеркальной', 'зеркальные', 'отражает', 'отражения', 'отразить', 'зеркало заднего вида', 'отражению', 'зеркальца', 'зеркальцем', 'зеркалом заднего вида']"
Sisters,"['сестры', 'сестрички', 'сестренки', 'сестринских', 'сестер', 'сестрами', 'сестрам', 'сестричек', 'сестренок', 'сестричками', 'сестричках', 'сестренками', 'сестринские', 'сестринского']"
Tribunals,"['трибуналов', 'суды', 'трибуналы', 'трибуналами', 'трибуналах', 'судов', 'судом', 'судами']"
