Eng,Rus 
Bout,"['бой', 'бут', 'поединок', 'схватка', 'может', 'bout', 'приступ', 'насчет того', 'бута', 'бою', 'боя', 'бутом', 'схватку', 'схватки', 'поединке', 'схватке', 'приступа', 'поединка', 'буте', 'боем']"
Clockwise,"['по часовой стрелке', 'по часовой стрелки', 'упора в направлении по часовой стрелке']"
Headset,"['наушники', 'headset', 'гарнитура', 'минигарнитуры', 'гарнитуры', 'гарнитуру', 'гарнитуре', 'наушниках', 'для наушников']"
Iowa,"['айова', 'iowa', 'айовский', 'штата', 'айове', 'айовы', 'айову']"
Kerosene,"['керосин', 'керосиновые', 'керосина', 'керосином', 'керосиновых', 'керосинов', 'керосиновая', 'керосиновыми']"
Lanes,"['полосы', 'дорожки', 'полосы движения', 'переулки', 'майн', 'майны', 'улочки', 'аллеи', 'лейнс', 'полос', 'полос движения', 'дорожек', 'полосами', 'дорожками', 'полосами движения', 'переулков', 'полосам', 'полосам движения', 'переулках', 'переулкам', 'майнами', 'дорожкам', 'улочками']"
Moderately,"['умеренно', 'средней тяжести', 'в меру', 'средней степени', 'умеренной степени', 'умеренное']"
Photometric,"['фотометрические', 'фотометрии', 'фотометрических', 'фотометрическим', 'фотометрической', 'характеристикам']"
Blessings,"['благословения', 'блага', 'благословляю', 'благословления', 'благодеяния', 'благославления', 'благославениями', 'благословение', 'благословений', 'благословениями', 'благами', 'благ', 'благословление', 'благо', 'благословит', 'благословил']"
Brokerage,"['посредничество', 'брокерской', 'брокера', 'посреднических', 'маклерской', 'брокерству', 'маклерство', 'брокеражные', 'маклера', 'брокерских', 'брокерские', 'брокерская', 'брокеров', 'посреднические', 'посредничества', 'посредническую', 'брокер', 'посредническая', 'посредничестве', 'посредничеством']"
Cary,"['кэри', 'кери', 'cary']"
Contrasting,"['контрастные', 'контрастирующие', 'контраст', 'противопоставляя', 'в отличие', 'противопоставления', 'контрастирования', 'контрастных', 'контрастными', 'контрастной', 'контрастирующих', 'контрастирует', 'контрастирующими', 'контрастирование', 'противопоставление', 'контрастом', 'противопоставив']"
Gravely,"['серьезно', 'глубоко', 'грэвели', 'грейвли', 'испытывает серьезную', 'будучи глубоко', 'тяжко', 'крайне', 'будучи серьезно озабочена', 'испытывая серьезную', 'испытываем серьезную', 'испытывать серьезную']"
Halted,"['остановлено', 'прекращено', 'пресечены', 'положен конец', 'прекращения', 'остановку', 'прекращены', 'остановлен', 'прекращена', 'остановлены', 'остановлена', 'прекратил', 'пресечь', 'положить конец']"
Magnus,"['магнус', 'magnus', 'магн', 'магнуса', 'магнусом', 'магнусу', 'магна', 'магбус']"
Memoirs,"['мемуары', 'воспоминания', 'мемуарно', 'the memoirs of', 'мемуарах', 'воспоминаниях', 'мемуаров', 'воспоминаниям', 'воспоминаний', 'мемуарами']"
Redemption,"['искупление', 'redemption', 'спасение', 'избавление', 'выкупной', 'выкупа', 'погашения', 'освобождения', 'отыгрывания', 'искупать']"
Trout,"['форель', 'траут', 'форелевых', 'форельной', 'трут', 'ишхан', 'форелеводством', 'форели', 'форелью', 'траута', 'форелей', 'трауту', 'траутом', 'форелевая', 'форелевое']"
Trustworthy,"['надежный', 'надежным', 'заслуживающих доверия', 'достоверной', 'достойным доверия', 'благонадежных', 'доверять', 'надежного', 'надежных', 'заслуживающим доверия', 'достоверную', 'заслуживает доверия', 'достоверных', 'заслуживающими доверия', 'достоверная', 'достойной доверия', 'благонадежный', 'достойный доверия', 'достоин доверия', 'благонадежные']"
Vanished,"['исчез', 'пропал', 'испарился', 'исчезновения', 'растворился', 'сгинуло', 'развеялись', 'улетучился', 'исчезла', 'исчезли', 'исчезло', 'пропала', 'испарились', 'пропали', 'испарилась', 'пропавшей']"
Watts,"['уоттс', 'ватт', 'вт', 'уотс', 'watts', 'ваттс', 'уаттс', 'вотса', 'мощности', 'воттс']"
Bln,"['млрд', 'миллиарда', 'миллиардов']"
Compatriots,"['соотечественников', 'сограждане', 'земляки', 'соотечественниц', 'компатриоты', 'соотечественники', 'соотечественниками', 'соотечественникам', 'сограждан', 'земляков', 'согражданами', 'землякам']"
Cyclists,"['велосипедистов', 'велогонщики', 'велосипедной', 'велосипедисты', 'велосипедистам', 'велосипедистами', 'велогонщиками', 'велогонщиков']"
Dots,"['точки', 'dots', 'точечками', 'многоточия', 'пунктирные линии', 'кружочки', 'точек', 'точками', 'точках', 'доты', 'троеточие']"
Oncology,"['онкология', 'онкологии', 'онкологических', 'онкологию', 'онкологической', 'онкологическом', 'онкологическими', 'онкологией']"
Phuket,"['пхукет', 'phuket', 'пукет', 'пхукетского', 'острова', 'пхукета', 'пхукете', 'пукета', 'пхукетом', 'пукете', 'пхукетский']"
Prehistoric,"['доисторических', 'первобытного', 'древнего', 'праисторических', 'доисторические', 'доисторической', 'доисторического', 'первобытных', 'первобытной', 'древних', 'древние']"
Quantified,"['количественных', 'определенных количественных', 'количественно определены', 'количественно', 'целевые показатели количественных', 'поддающихся количественной оценке', 'оценило', 'подсчитаны', 'квантифицированных', 'оценки', 'оценивать в количественном выражении', 'поддающимся количественной оценке целевым показателям', 'поддающиеся количественному измерению', 'определил в количественном выражении']"
Redouble,"['активизировать', 'удвоить', 'активизации', 'удвоили', 'удвоим', 'удвоило']"
Rehab,"['реабилитация', 'реабилитационный центр', 'rehab', 'лечение', 'рехаб', 'реабилитации', 'реабилитационном центре', 'клинику', 'реабилитационную клинику', 'реабилитацию', 'клиники', 'клинике', 'реабилитационной клинике', 'реабилитационного центра', 'реабилитационной клиники', 'реабилитацией', 'лечения']"
Simplifies,"['упрощает', 'упрощенный', 'упрощение', 'упрощают', 'упростить', 'упростит']"
Torah,"['торы', 'тора', 'тору', 'торе', 'торой', 'торах']"
Vig,"['виг', 'vig', 'вига', 'вигом', 'вигу']"
Castings,"['отливки', 'литье', 'литых деталей', 'литых изделий', 'отливок', 'литья', 'отливках', 'отливками', 'литые детали']"
Condo,"['condo', 'кондо', 'кондоминиум', 'квартира', 'дом', 'квартиру', 'квартирку', 'апартаменты', 'вилла condo', 'квартире', 'квартиры', 'кондоминиума', 'кондоминиуме', 'доме', 'дома', 'домом']"
Deb,"['деб', 'дэб', 'deb', 'дэбби', 'дэп']"
Flowering,"['цветения', 'цветущие', 'цветковых', 'расцвет', 'цветы', 'цветочных', 'спаривание', 'зацветает', 'зацветание', 'цветение', 'цветущих', 'цветением', 'расцветом', 'цветковые', 'цветущего', 'расцвету', 'цветет', 'цветению', 'цветами', 'цветочно', 'расцвете', 'цветов']"
Forge,"['фордж', 'forge', 'кузница', 'налаживать', 'кузнечный', 'кузнец', 'ковать', 'форж', 'подделать', 'создать', 'установить', 'формированию', 'выковать', 'налаживания', 'форге', 'установлению', 'укрепления', 'кузня', 'форжа', 'фальсифицировать', 'форжить', 'подделке']"
Indifference,"['безразличие', 'равнодушие', 'индифферентный', 'безразличного отношения', 'безучастность', 'индифферентности', 'равнодушное отношение', 'безразличия', 'безразличием', 'равнодушия', 'равнодушием', 'безразличии', 'равнодушии', 'индифферентных', 'индифферентные']"
Judas,"['иуда', 'judas', 'иуды', 'иуду', 'иуде', 'джудас']"
Mine-clearance,"['разминирование', 'разминирования', 'по обезвреживанию мин', 'миннорасчистные', 'разминированию', 'разминировании']"
Mon,"['mon', 'мон', 'пн', 'монской', 'киспорте', 'монская', 'монов', 'монское']"
Orthopedic,"['ортопед', 'ортопедическим', 'протезная', 'ортопедические', 'ортопедических', 'ортопедическая', 'ортопедов', 'ортопедом', 'ортопеда']"
Ranger,"['рейнджер', 'ranger', 'следопыт', 'смотритель', 'рэйнджер', 'разведчиком', 'лесничего', 'скиталец', 'рейнджерских', 'егерь', 'рэнджер', 'десантником', 'ренджер', 'смотрительницей']"
Reyes,"['рейес', 'рэйес', 'рейс', 'reyes', 'реес', 'рэйс', 'рейеса', 'рейесом', 'рейса', 'рейесу', 'рэйеса', 'рееса']"
Someplace,"['в место', 'куда-нибудь', 'где-то', 'где-нибудь', 'куда-то', 'туда где', 'там где', 'в какое-нибудь местечко', 'в месте', 'в каком-нибудь местечке']"
Strains,"['штаммов', 'напряжения', 'деформации', 'напряженности', 'нагрузку', 'бремя', 'напрягает', 'растяжением', 'создает', 'генотипов']"
Undeclared,"['незаявленных', 'необъявленных', 'незадекларированных', 'недекларируемой', 'недекларированных', 'незаявленной', 'необъявленной', 'незаявленного', 'необъявленную', 'необъявленного', 'незаявленные', 'незадекларированные', 'незадекларированного', 'незадекларированной', 'недекларируемых']"
Valentin,"['валентин', 'валентэн', 'валентином', 'валентина', 'валентину', 'валантена']"
Accomplices,"['сообщников', 'пособников', 'соучастниками', 'подельники', 'приспешников', 'соисполнителями', 'сообщники', 'сообщниками', 'соучастников', 'соучастники', 'пособники', 'пособниками', 'сообщникам', 'подельников', 'подельникам']"
Alia,"['алиа', 'alia', 'алии', 'в числе', 'алия', 'в частности', 'алию', 'алие']"
Asymmetric,"['асимметричный', 'асимметричных', 'ассиметричных', 'асимметрической', 'несимметричных', 'асимметрии', 'асимметричности', 'ассиметричность', 'асимметричные', 'асимметричной', 'ассиметричные', 'ассиметричного', 'ассиметричной', 'асимметрия', 'асимметричность', 'несимметричной', 'асимметрических', 'асимметрического', 'несимметричного', 'несимметричные', 'асимметрическом', 'асимметрию']"
Bryce,"['брайс', 'брюс', 'bryce', 'парке брайс каньон', 'брайса', 'брайсом', 'брайсу', 'брюса', 'брюсом', 'парку брайс каньон']"
Burners,"['горелки', 'конфорки', 'сжигатели', 'бернеры', 'комфорочная', 'кадила', 'горелочных', 'одноразовые телефоны', 'горелок', 'горелками', 'конфорками', 'конфорок', 'конфорках', 'горелкам', 'бернеров']"
Deem,"['счесть', 'считать', 'считают', 'по мнению', 'признать', 'рассматриваются', 'считаем', 'сочтут', 'считаю', 'сочтет', 'сочтете']"
Diminish,"['умалять', 'принижать', 'сокращаться', 'сокращение', 'уменьшить', 'снизить', 'ослабить', 'уменьшения', 'снижению', 'ослабевать']"
Enlightenment,"['просвещение', 'просветление', 'просветительство', 'озарение', 'просвещенность', 'просветления', 'просветительские', 'прозрение', 'просветители', 'просвещения', 'просветлению', 'просвещению', 'просветлением', 'просвещении', 'просветительской', 'озарения', 'просветительства', 'просветительству', 'просветительская', 'просвещенности', 'просветительских', 'просвещенностью']"
Mutant,"['мутант', 'mutant', 'мутантных', 'мутантское', 'мутировавшие', 'мутантов', 'мутанта', 'мутантом', 'мутантные', 'мутантного', 'мутантной', 'мутировавших', 'мутантского', 'мутантской']"
Planar,"['планарный', 'планарных', 'плоской', 'плоскостных', 'межмировой', 'планарные', 'планарного', 'плоских', 'плоские', 'плоскую', 'плоскостной', 'плоскостную', 'плоскостного']"
Polymers,"['полимеры', 'полимерных', 'полимеров', 'полимерах', 'полимерами']"
Pursues,"['преследует', 'проводит', 'осуществляет', 'придерживается', 'продолжает', 'добивается', 'занимается', 'стремится', 'гонится', 'проводят', 'преследуют', 'проводимой', 'преследовало', 'преследовал']"
Selectively,"['избирательно', 'выборочно', 'селективно', 'выборочного', 'на избирательной основе', 'селективного', 'избирательного подхода', 'выборочное', 'выборочную', 'выборочной', 'селективной', 'селективное']"
Astral,"['астрал', 'астральный', 'astral', 'астральное', 'астрального', 'астральной', 'астрала', 'астрале', 'астралом']"
Coasts,"['побережья', 'берегов', 'прибрежных районов', 'побережье', 'побережьями', 'побережьях', 'берега', 'прибрежным районам', 'берегах', 'берегам', 'прибрежные районы', 'прибрежными районами']"
Crater,"['кратер', 'crater', 'крэйтер', 'воронка', 'воронку', 'кратерное', 'жерла', 'крейтер', 'воронок', 'кратера', 'кратере', 'кратеру', 'воронки', 'жерле', 'воронке']"
Desperately,"['отчаянно', 'крайне', 'остро', 'безнадежно', 'очень', 'столь', 'в отчаянии', 'позарез', 'судорожно', 'сбивчиво']"
Façade,"['фасад', 'фасадные', 'фасада', 'фасаде', 'фасадом', 'фасадных', 'фасадной', 'фасадная', 'вешний']"
Gardening,"['садоводство', 'садовые', 'озеленение', 'в саду', 'огородничества', 'садоводческий', 'садовников', 'огород', 'огороднических', 'садово-парковом', 'садовничать', 'садоводов', 'садовничая', 'овощеводства', 'садово-огородную']"
Hindering,"['препятствующих', 'мешающих', 'затрудняет', 'сдерживающих', 'тормозящих', 'препятствование', 'препятствием', 'создает препятствия', 'затормозить', 'препятствуя', 'препятствующие', 'препятствует', 'мешающие', 'сдерживающие', 'затрудняющих', 'затрудняя', 'мешает', 'затрудняющие', 'мешая', 'сдерживают', 'препятствие', 'сдерживая', 'тормозящие', 'препятствий', 'препятствования', 'создавая препятствия']"
Hydropower,"['гидроэнергетики', 'гидроэнергетических', 'гидроэнергии', 'гидроэлектростанции', 'гидроэлектроэнергии', 'ГЭС', 'гидроэлектроэнергетика', 'гидроэлектрической', 'гидроресурсы', 'гидро', 'гидроэлектро', 'гидростанциях']"
Monopolies,"['монополий', 'монополистами', 'монопольное', 'монополизма', 'монополизации', 'монополии', 'монополиях', 'монополиями', 'монополистов']"
Mustn't,"['не должны', 'нельзя', 'не должно', 'не нужно', 'не следует', 'не надо', 'не должен', 'не должна', 'наверное']"
Nevsky,"['невский', 'невского', 'невском', 'невскому']"
Owl,"['сова', 'owl', 'филин', 'совиное', 'сыч', 'совенок', 'диаманте', 'неясыти', 'сову', 'совы', 'сов', 'филина', 'филином', 'совиной', 'совиный', 'совиных']"
Persuaded,"['убедил', 'уговорил', 'убежден', 'склонял', 'убедили', 'убедила', 'убедить', 'уговорили', 'уговорила', 'убеждены', 'убежденный', 'убежденным', 'уговаривали']"
Pouch,"['сумка', 'мешок', 'чехол', 'мешочек', 'пакет', 'футляр', 'дипломатической почты', 'почты', 'курьерские', 'кисет', 'гульфик', 'пауч']"
Preston,"['престон', 'preston', 'прэстон', 'опщярнм', 'престонских', 'престона', 'престоне', 'престоном']"
Proton,"['протон', 'протонный', 'proton', 'протонной', 'протоновым', 'протонов', 'протонная', 'протона', 'протонного', 'протоном']"
Rallies,"['митинги', 'акции', 'ралли', 'собрания', 'манифестации', 'шествий', 'слетов', 'сплачивает', 'автопробеги', 'митингов', 'митингах', 'акциях', 'собраний', 'митингами', 'собраниях', 'акций', 'слеты', 'манифестациях', 'акция', 'манифестаций']"
Sting,"['жало', 'стинг', 'укус', 'sting', 'жечь', 'афера', 'больно', 'ужаление', 'жалят', 'ужаливания', 'щипать', 'терн']"
Towing,"['буксировки', 'буксирующего', 'буксирный', 'тягача', 'буксировочные', 'буксирование', 'тягового', 'эвакуатора', 'буксира', 'тяговосцепного', 'сцепная']"
Adrenaline,"['адреналин', 'adrenaline', 'адреналиновых', 'адреналина', 'адреналином', 'адреналине', 'адреналиновый', 'адреналиновой', 'адреналиновые']"
Aye,"['да', 'ага', 'ай', 'точно', 'так', 'так точно', 'айе', 'есть', 'да да', 'айя']"
Dora,"['дора', 'даша', 'dora', 'играть в игру dora', 'доры', 'доре', 'дорой', 'дашу', 'дашей', 'даши']"
Protagonist,"['главный герой', 'протагонист', 'главный персонаж', 'главная героиня', 'главным действующим лицом', 'главного героя', 'главным героем', 'главному герою', 'протагониста', 'протагонистом', 'протагонисту', 'главную героиню', 'главной героини', 'главной героиней', 'главного персонажа', 'главным персонажем']"
Richie,"['ричи', 'риччи', 'richie', 'рышард', 'иччи', 'богатенький']"
Bookings,"['бронирования', 'заказы', 'бронировки', 'бронь', 'букингов', 'бронирование', 'бронирований', 'заказов', 'бронировании', 'заказа', 'заказ', 'бронировок']"
Corresponded,"['соответствует', 'переписывался', 'совпадает', 'переписку', 'соотносится', 'соответствуют', 'соответствовали', 'соответствовало', 'переписывалась', 'переписывались', 'совпадают', 'совпадали']"
Cossacks,"['казачество', 'казацкий', 'cossacks', 'казаки', 'казачьего', 'запорожцы', 'козаки', 'казаков', 'казаками', 'казачества', 'казакам', 'казачеству', 'казачеством', 'казацкого', 'казачьих', 'казацкой', 'запорожцев']"
Daylight,"['дневной свет', 'daylight', 'солнечный свет', 'дня', 'дневное время', 'дневным освещением', 'летнее', 'светлое время', 'дейлайт', 'рассвело']"
Eden,"['иден', 'эдем', 'eden', 'эден', 'рай', 'идэн', 'эдемский', 'райский', 'едеме', 'сад', 'of eden']"
Flip,"['флип', 'flip', 'щелкнуть', 'сальто', 'кувырок', 'перевернуть', 'раскладушку', 'щелкают', 'полистайте', 'откинуть', 'перелистывать', 'подбрасыванием', 'переворачиванию', 'шлепок']"
Headings,"['заголовки', 'рубрики', 'разделам', 'статьям', 'названия', 'позициям', 'категориям', 'headings', 'заголовков', 'заголовками', 'рубриками', 'заголовках', 'разделов', 'рубрик', 'разделы', 'разделах', 'рубрикам', 'позиций', 'категории', 'позиции', 'статьи', 'статье', 'категорий', 'названиями', 'названиям']"
Journeys,"['поездки', 'путешествия', 'пути', 'journeys', 'странствиях', 'дорог', 'отправился', 'странствует', 'поездок', 'путешествий', 'путешествие', 'путешествиях', 'поездках', 'путь', 'поездками', 'дороги']"
Messengers,"['посланники', 'мессенджеры', 'посыльных', 'послов', 'гонцов', 'вестников', 'посланцы', 'курьеров', 'связных', 'нарочныхъ']"
Nyala,"['ньяле', 'ньялой', 'ниале', 'ньяльского', 'ньале', 'нийале', 'ньялы', 'ньяла', 'ньялу', 'ниала']"
Samurai,"['самурай', 'самурайский', 'samurai', 'самураев', 'самурая', 'самураи', 'самурайских', 'самурайские', 'самурайского']"
Alma,"['альма', 'alma', 'алма', 'альме', 'элма', 'алме', 'альминское', 'воздушное пространство в альмы эш', 'в альмаэш', 'альмы', 'альмой', 'альму', 'алмы', 'алмой', 'алму']"
Alto,"['альто', 'alto', 'альт', 'алто', 'альтового', 'алту', 'альта', 'альтовый', 'альтовая']"
Anthropology,"['антропология', 'антропологии', 'антропологических', 'этнографии', 'антропологию', 'антропологией', 'антропологической', 'антропологические', 'этнография']"
Efe,"['ОСЕ', 'окружающая среда для европы', 'осде', 'в рамках процесса ОСЕ', 'эфе']"
Loops,"['петли', 'циклы', 'контуры', 'лупы', 'лупов', 'шлейфы', 'шлевки', 'зацикливания', 'петельки', 'колечки']"
Māori,"['маори', 'маури', 'маорийское', 'маорийский']"
Prefix,"['префикс', 'приставка', 'prefix', 'префиксный', 'код', 'префикса', 'префиксом', 'приставкой', 'приставки', 'приставку', 'префиксов', 'кода', 'префиксного', 'префиксных']"
Resided,"['проживали', 'жили', 'находился', 'проживания', 'пребывал', 'обитает', 'проживал', 'проживают', 'проживает', 'жил', 'жила', 'живут', 'находятся', 'находились', 'находится']"
Supporter,"['сторонница', 'болельщик', 'благотворитель', 'сторонником', 'поддерживает', 'приверженцем', 'поддержку', 'поборником', 'сподвижники', 'саппортера', 'соратника', 'единомышленник', 'пособник']"
Waits,"['ждет', 'уэйтс', 'ожидает', 'выжидает', 'ожидания', 'подождет', 'дожидается', 'дождется', 'поджидает', 'уэйтса', 'ждать', 'ждут', 'уэйтсом', 'ждал', 'ожиданий', 'выждет', 'уэйтсу', 'ожидание']"
Apologies,"['извинения', 'извиняюсь', 'прошу прощения', 'прощу прощения', 'извинений', 'извинениями', 'извиниться', 'извиняться', 'извинение', 'извинился']"
Barrett,"['барретт', 'barrett', 'баретт', 'барнет', 'бэрретт', 'баррэтт', 'барретта', 'барреттом', 'барретту', 'the barrett']"
Mademoiselle,"['мадемуазель', 'мадмуазель', 'mademoiselle', 'мамзель', 'мадемуазели', 'модмуазель']"
Mechanic,"['механик', 'слесарь', 'автомеханик', 'механические', 'механиком', 'механика', 'механических', 'механиков', 'механическим', 'механической', 'слесарем', 'автомехаником']"
Peppers,"['перец', 'peppers', 'паприки', 'перчики', 'пепперс', 'перцы', 'перцев', 'перца', 'паприка']"
Rubella,"['краснуха', 'краснухи', 'краснушной', 'кори', 'краснухой', 'краснухе']"
Translates,"['переводится', 'транслирует', 'преобразует', 'в переводе', 'переведет', 'выливается', 'воплощает', 'претворения', 'претворяет', 'переводятся', 'переводиться', 'преобразовывает', 'перевести']"
Attaching,"['крепления', 'придавая', 'прикреплять', 'прилагается', 'приложив', 'присоединив', 'приклеить', 'крепить', 'подсоединить', 'наклеиванием']"
Beech,"['бук', 'бич', 'beech', 'буковый', 'буковые', 'бука', 'буковых', 'буке', 'букового', 'буком', 'бича']"
Consensus-building,"['формирования консенсуса', 'достижения консенсуса', 'укрепления консенсуса', 'выработки консенсуса', 'достижению согласия', 'формирование консенсуса', 'формированию консенсуса', 'достижению консенсуса', 'достижение консенсуса', 'формировании консенсуса', 'достижении консенсуса', 'укреплению консенсуса', 'укрепление консенсуса', 'выработке консенсуса', 'укреплении консенсуса', 'выработка консенсуса']"
Drylands,"['засушливых районах', 'засушливых земель', 'засушливых землях', 'засушливые земли', 'засушливых районов', 'засушливые районы', 'засушливым районам', 'засушливым землям']"
Greedy,"['жадный', 'жадность', 'ненасытный', 'алчный', 'алчные', 'жадничать', 'конструктив', 'прожорливая', 'жадина', 'жадные', 'жадным', 'жадными', 'алчным', 'алчных', 'жадности', 'жадностью']"
Hinders,"['препятствует', 'мешает', 'затрудняет', 'сдерживает', 'тормозит', 'создает препятствия', 'препятствуют', 'тормозят', 'затрудняют', 'препятствующей', 'препятствующий', 'сдерживают', 'мешать', 'затрудняющая']"
Ionizing,"['ионизирующего', 'ионизованные', 'ионизации', 'ионизированные', 'ионизирующей', 'ионизирующее', 'ионизирующих']"
Planners,"['планировщики', 'планирования', 'проектировщиков', 'плановиков', 'плановых органов', 'планирующие', 'организаторы', 'планирующие органы', 'стратеги', 'специалистам по вопросам планирования', 'специалистов', 'градостроителей', 'устроители', 'сотрудников плановых', 'планнерз', 'сотрудники по вопросам планирования', 'землеустроителей']"
Propionate,"['пропионат', 'пропионата', 'пропионатом', 'пропионате']"
Transcription,"['транскрипция', 'переложение', 'транскрипционный', 'транскрипции', 'транскрипционных', 'транскрибирования', 'записи', 'расшифровки', 'транскрипцию', 'транскрипцией', 'транскрипционные', 'транскрипционного', 'запись']"
Whites,"['белых', 'белки', 'у белых', 'белогвардейцев', 'белокожих', 'бледнолицых', 'уайт', 'белизну', 'белые', 'белыми', 'белого', 'белков', 'белок', 'белками']"
Worthwhile,"['бы целесообразно', 'смысл', 'бы полезно', 'полезным', 'достойных', 'стоящее', 'следует', 'целесообразным', 'ценной', 'оправданным', 'стоило бы', 'нелишним']"
Augmented,"['дополненной', 'расширенной', 'увеличена', 'augmented', 'усилена', 'усиление', 'расширение', 'аугментированных', 'увеличения', 'дополненная', 'дополненную', 'дополнены', 'расширен', 'расширенный', 'увеличен', 'увеличено', 'увеличены', 'расширена', 'усилили', 'усилено', 'усилить']"
Briefcase,"['портфель', 'кейс', 'чемодан', 'дипломат', 'портфеле', 'портфелем', 'портфеля', 'кейсе', 'дипломате', 'чемоданом', 'чемодана', 'чемодане', 'кейсом', 'кейса']"
Hatch,"['люк', 'хэтч', 'hatch', 'хатч', 'вылупляются', 'вылупятся', 'штриховки', 'вылупления', 'высиживают', 'лаз', 'вынашивали', 'хэтчбека']"
Legislations,"['законодательства', 'законодательные акты', 'законов', 'законодательных норм', 'законопроектам', 'законодательные положения', 'законодательство', 'законодательстве', 'законодательств', 'законодательных актов', 'законы', 'законодательных актах', 'законодательными актами', 'законах', 'законами']"
Ljubljana,"['любляна', 'люблянский', 'любляне', 'люблянского', 'любляни', 'любляны', 'любляну', 'люблянских', 'люблянской']"
Raspberry,"['малина', 'малиновый', 'raspberry', 'малины', 'малиной', 'малиновым', 'малинового', 'малиновая', 'малину']"
Self-employment,"['самозанятость', 'самозанятости', 'самостоятельной занятости', 'индивидуальной трудовой деятельности', 'самостоятельного трудоустройства', 'самостоятельная предпринимательская деятельность', 'самостоятельной трудовой деятельности', 'самозанятые', 'индивидуального предпринимательства', 'деятельностью', 'самостоятельная занятость', 'самостоятельную занятость', 'индивидуальную трудовую деятельность', 'индивидуальная трудовая деятельность', 'самозанятостью', 'индивидуальной трудовой деятельностью', 'самостоятельной предпринимательской деятельности', 'самостоятельной занятостью']"
Bogotá,"['богота', 'боготе', 'боготы', 'боготу', 'боготское']"
Calf,"['calf', 'теленка', 'телячьей', 'икроножных', 'тельца', 'голени', 'тельцу', 'икры', 'детенышей', 'молодняка']"
Clarifies,"['разъясняет', 'уточняет', 'поясняет', 'проясняет', 'прояснил', 'вносит ясность', 'выясняет', 'разъясняют', 'разъяснил', 'разъяснила', 'уточняют', 'пояснила', 'уточнен', 'уточнил', 'пояснило']"
Georgians,"['грузин', 'грузины', 'грузинские', 'грузии', 'грузинами', 'грузинам', 'грузинской', 'грузинских', 'грузией', 'джорджевцы']"
Judo,"['дзюдо', 'дзю-до']"
Lori,"['лори', 'лорийской', 'лорийский', 'лорийского', 'лорийская']"
Prescribe,"['устанавливать', 'предписывать', 'назначать', 'предписать', 'назначить', 'предусматривают', 'прописывают', 'выписать', 'предписывают', 'назначают', 'устанавливают', 'установить', 'назначит', 'прописать', 'предусмотрено', 'предусматривает', 'предусматривать', 'устанавливает', 'предписывающие', 'выписывать', 'прописывать', 'прописываю', 'выписывают']"
Racks,"['стойки', 'стеллажи', 'шкафы', 'рейки', 'штативы', 'полки', 'вешалки', 'багажники', 'эстакады', 'решетки', 'подставки', 'рэки', 'дыбу']"
Brewery,"['пивоварня', 'пивоваренный завод', 'brewery', 'пивзавод', 'пивоварения', 'пивоваренная компания', 'пивоваренного предприятия', 'брюэри', 'пивоварский', 'пивоваренских', 'пивной завод', 'бровар', 'бруэри']"
Drug-related,"['связанных с наркотиками', 'употребления наркотиков', 'связанные с наркобизнесом', 'связанной', 'связанные с наркотиками', 'связанным с наркотиками', 'связанной с наркотиками', 'связанными с оборотом наркотиков']"
Gypsies,"['цыгане', 'цыганские', 'цыган', 'цыганами', 'цыганам']"
Liquor,"['ликер', 'винный', 'спиртное', 'алкоголь', 'ликвор', 'напиток', 'выпивку', 'спиртных напитков', 'алкогольных', 'иловой', 'щелок', 'ликерного', 'ликероводочной']"
Naniko,"['naniko', 'компания naniko', 'нанико', 'компании naniko', 'авто проката naniko', 'от naniko']"
Northwestern,"['северо-западный', 'северо-запад', 'северо-западной', 'северо-западе', 'северозападной', 'нортвестерн', 'западная часть', 'университета', 'нордвестерн', 'северо-западном', 'северо-западного', 'северо-запада', 'северозападном', 'нортвестерне']"
Paige,"['пейдж', 'пэйдж', 'пеидж', 'пейджа', 'педж']"
Spike,"['спайк', 'spike', 'всплеск', 'шип', 'колос', 'скачок', 'шпиль', 'резкий скачок', 'острие', 'колючка', 'резкий рост', 'пику', 'костыль', 'шипастая', 'штыри']"
Stanford,"['стэнфорд', 'stanford', 'стенфорд', 'станфорд', 'стэнфордского', 'стэндфордского', 'стенфордского', 'станфордского', 'стэндфорда', 'стендфордским']"
Sub-paragraph,"['подпункт', 'подпункте', 'подпункта', 'подпункту', 'на пункт']"
Uniquely,"['однозначно', 'уникальный', 'исключительно', 'единственным образом', 'уникальное', 'уникальным', 'уникальной']"
Verona,"['верона', 'verona', 'веронского', 'вероне', 'вероны', 'верону', 'веронский']"
Loin,"['корейка', 'котлета', 'поясничный отруб', 'филе', 'мякоть', 'части', 'без шпика', 'окорока', 'щековины', 'филея', 'брюшины', 'поясница', 'свиная полутуша', 'шейная']"
Longterm,"['долгосрочной', 'долговременных', 'длительного', 'долгосрочного', 'долгосрочных', 'долгосрочные', 'долговременной', 'долговременного', 'долговременная', 'длительной', 'длительную', 'длительное']"
Milking,"['доения', 'доильных', 'дойки', 'доить', 'молока', 'молочной', 'дойного', 'доение', 'доильного', 'доильные', 'доильный', 'доении', 'доению', 'молоко', 'дойка', 'дойку', 'дойке', 'доя']"
Aerosols,"['аэрозоли', 'аэрозольные', 'аэрозолей', 'аэрозолями', 'аэрозолях', 'аэрозольных']"
